"CVE_GEOEST","LATITUD","LONGITUD","ALTITUD","CARTA_TOPO","TIPO","NOMBRE_EDO","NOMBRE_MUN"
"010011097","21°48'24.505""N","102°16'05.167""W","1899","F13D19","R","Aguascalientes","Aguascalientes"
"010011098","21°47'34.507""N","102°16'05.554""W","1908","F13D19","R","Aguascalientes","Aguascalientes"
"010011102","21°50'43.027""N","102°22'31.801""W","1882","F13D18","R","Aguascalientes","Aguascalientes"
"010011100","21°50'27.964""N","102°19'34.435""W","1849","F13D19","R","Aguascalientes","Aguascalientes"
"010011103","21°53'22.461""N","102°22'02.590""W","1881","F13D18","R","Aguascalientes","Aguascalientes"
"010011101","21°45'50.283""N","102°17'47.024""W","1864","F13D19","R","Aguascalientes","Aguascalientes"
"010011112","21°47'10.973""N","102°07'27.392""W","1998","F13D19","R","Aguascalientes","Aguascalientes"
"010011104","21°54'01.395""N","102°21'08.730""W","1889","F13D18","R","Aguascalientes","Aguascalientes"
"010011105","21°50'29.004""N","102°22'13.450""W","1881","F13D18","R","Aguascalientes","Aguascalientes"
"010011109","21°47'34.565""N","102°12'44.995""W","1987","F13D19","R","Aguascalientes","Aguascalientes"
"010011113","21°39'09.027""N","102°18'47.884""W","1816","F13D29","R","Aguascalientes","Aguascalientes"
"010011114","21°39'10.148""N","102°19'54.155""W","1803","F13D29","R","Aguascalientes","Aguascalientes"
"010011118","21°51'39.041""N","102°20'23.579""W","1869","F13D18","R","Aguascalientes","Aguascalientes"
"010011115","21°39'48.538""N","102°20'05.208""W","1823","F13D28","R","Aguascalientes","Aguascalientes"
"010011116","21°48'40.108""N","102°19'09.473""W","1883","F13D19","R","Aguascalientes","Aguascalientes"
"010011119","21°59'57.492""N","102°11'28.323""W","1918","F13D19","R","Aguascalientes","Aguascalientes"
"010011120","22°00'05.606""N","102°09'47.372""W","1919","F13B89","R","Aguascalientes","Aguascalientes"
"010011127","21°55'07.336""N","102°20'29.812""W","1863","F13D18","R","Aguascalientes","Aguascalientes"
"010011123","21°44'31.036""N","102°09'51.256""W","1972","F13D29","R","Aguascalientes","Aguascalientes"
"010011128","21°55'33.740""N","102°20'19.667""W","1862","F13D18","R","Aguascalientes","Aguascalientes"
"010011145","21°49'59.323""N","102°22'56.672""W","1880","F13D18","R","Aguascalientes","Aguascalientes"
"010011131","21°47'45.476""N","102°12'58.801""W","1995","F13D19","R","Aguascalientes","Aguascalientes"
"010011139","21°56'27.635""N","102°16'48.443""W","1920","F13D19","R","Aguascalientes","Aguascalientes"
"010011140","21°40'04.547""N","102°20'58.346""W","1841","F13D28","R","Aguascalientes","Aguascalientes"
"010011133","21°41'30.812""N","102°22'13.686""W","1836","F13D28","R","Aguascalientes","Aguascalientes"
"010011142","21°44'47.143""N","102°19'49.468""W","1841","F13D29","R","Aguascalientes","Aguascalientes"
"010011153","21°50'20.000""N","102°18'42.000""W","1855","F13D19","R","Aguascalientes","Aguascalientes"
"010011150","21°56'36.955""N","102°17'35.464""W","1899","F13D19","R","Aguascalientes","Aguascalientes"
"010011151","21°49'13.870""N","102°19'28.864""W","1881","F13D19","R","Aguascalientes","Aguascalientes"
"010011147","21°50'00.866""N","102°22'33.889""W","1862","F13D18","R","Aguascalientes","Aguascalientes"
"010011148","21°52'46.484""N","102°21'29.392""W","1863","F13D18","R","Aguascalientes","Aguascalientes"
"010011168","21°47'15.659""N","102°19'39.763""W","1850","F13D19","R","Aguascalientes","Aguascalientes"
"010011157","21°49'02.484""N","102°15'36.764""W","1919","F13D19","R","Aguascalientes","Aguascalientes"
"010011158","21°46'30.547""N","102°21'28.285""W","1843","F13D18","R","Aguascalientes","Aguascalientes"
"010011165","21°49'00.928""N","102°13'07.681""W","1988","F13D19","R","Aguascalientes","Aguascalientes"
"010011166","21°48'34.108""N","102°20'09.395""W","1865","F13D18","R","Aguascalientes","Aguascalientes"
"010011167","21°46'47.287""N","102°11'14.121""W","1989","F13D19","R","Aguascalientes","Aguascalientes"
"010011152","21°48'55.085""N","102°17'47.720""W","1880","F13D19","R","Aguascalientes","Aguascalientes"
"010011159","21°44'46.247""N","102°16'45.314""W","1879","F13D29","R","Aguascalientes","Aguascalientes"
"010011160","21°51'59.515""N","102°22'11.903""W","1892","F13D18","R","Aguascalientes","Aguascalientes"
"010011161","21°44'51.126""N","102°09'17.444""W","1972","F13D29","R","Aguascalientes","Aguascalientes"
"010011172","21°42'40.542""N","102°16'54.512""W","1861","F13D29","R","Aguascalientes","Aguascalientes"
"010011170","21°47'51.403""N","102°19'55.048""W","1862","F13D19","R","Aguascalientes","Aguascalientes"
"010011181","21°48'35.780""N","102°12'41.868""W","1953","F13D19","R","Aguascalientes","Aguascalientes"
"010011178","21°46'48.368""N","102°21'22.285""W","1860","F13D18","R","Aguascalientes","Aguascalientes"
"010011179","21°48'20.629""N","102°14'33.975""W","1921","F13D19","R","Aguascalientes","Aguascalientes"
"010011182","21°47'14.354""N","102°11'05.082""W","1969","F13D19","R","Aguascalientes","Aguascalientes"
"010011180","21°50'53.390""N","102°16'27.193""W","1901","F13D19","R","Aguascalientes","Aguascalientes"
"010011183","21°47'29.767""N","102°15'35.977""W","1928","F13D19","R","Aguascalientes","Aguascalientes"
"010011184","21°43'30.634""N","102°19'14.473""W","1852","F13D29","R","Aguascalientes","Aguascalientes"
"010011186","21°47'04.175""N","102°08'14.063""W","2000","F13D19","R","Aguascalientes","Aguascalientes"
"010011191","21°50'01.000""N","102°18'42.000""W","1861","F13D19","R","Aguascalientes","Aguascalientes"
"010011187","21°50'35.161""N","102°20'06.332""W","1840","F13D18","R","Aguascalientes","Aguascalientes"
"010011189","21°54'57.812""N","102°20'13.783""W","1860","F13D18","R","Aguascalientes","Aguascalientes"
"010011190","21°48'46.350""N","102°19'14.517""W","1883","F13D19","R","Aguascalientes","Aguascalientes"
"010012014","21°53'52.538""N","102°19'58.083""W","1860","F13D19","R","Aguascalientes","Aguascalientes"
"010011198","21°52'42.776""N","102°19'33.000""W","1854","F13D19","R","Aguascalientes","Aguascalientes"
"010011199","21°54'07.296""N","102°20'37.440""W","1880","F13D18","R","Aguascalientes","Aguascalientes"
"010012001","21°46'49.780""N","102°07'38.792""W","1993","F13D19","R","Aguascalientes","Aguascalientes"
"010012003","21°51'54.520""N","102°23'16.339""W","1919","F13D18","R","Aguascalientes","Aguascalientes"
"010012004","21°51'29.051""N","102°23'22.620""W","1921","F13D18","R","Aguascalientes","Aguascalientes"
"010012023","21°47'26.066""N","102°10'51.846""W","1992","F13D19","R","Aguascalientes","Aguascalientes"
"010012008","21°45'37.637""N","102°17'13.522""W","1873","F13D19","R","Aguascalientes","Aguascalientes"
"010012010","21°54'24.372""N","102°19'54.224""W","1859","F13D19","R","Aguascalientes","Aguascalientes"
"010012013","21°49'54.000""N","102°17'56.000""W","1869","F13D19","R","Aguascalientes","Aguascalientes"
"010012024","21°47'12.924""N","102°12'07.613""W","1951","F13D19","R","Aguascalientes","Aguascalientes"
"010012025","21°47'04.978""N","102°08'56.720""W","2001","F13D19","R","Aguascalientes","Aguascalientes"
"010012026","21°46'37.251""N","102°08'46.212""W","1996","F13D19","R","Aguascalientes","Aguascalientes"
"010012016","21°54'03.001""N","102°13'07.368""W","1981","F13D19","R","Aguascalientes","Aguascalientes"
"010012030","21°50'57.412""N","102°20'47.971""W","1872","F13D18","R","Aguascalientes","Aguascalientes"
"010012031","21°54'10.645""N","102°20'46.627""W","1887","F13D18","R","Aguascalientes","Aguascalientes"
"010012017","21°57'30.310""N","102°10'44.207""W","2009","F13D19","R","Aguascalientes","Aguascalientes"
"010012018","21°52'39.830""N","102°11'36.575""W","1990","F13D19","R","Aguascalientes","Aguascalientes"
"010012019","22°03'26.004""N","102°07'53.788""W","1981","F13B89","R","Aguascalientes","Aguascalientes"
"010012020","21°52'25.421""N","102°22'35.275""W","1910","F13D18","R","Aguascalientes","Aguascalientes"
"010012039","21°51'19.821""N","102°22'05.238""W","1879","F13D18","R","Aguascalientes","Aguascalientes"
"010012040","21°49'17.695""N","102°20'13.917""W","1869","F13D18","R","Aguascalientes","Aguascalientes"
"010012041","21°49'59.233""N","102°13'32.937""W","1963","F13D19","R","Aguascalientes","Aguascalientes"
"010012043","21°50'13.087""N","102°11'54.620""W","2008","F13D19","R","Aguascalientes","Aguascalientes"
"010012044","21°46'15.063""N","102°09'08.451""W","1998","F13D19","R","Aguascalientes","Aguascalientes"
"010012045","21°46'12.152""N","102°08'58.333""W","1995","F13D19","R","Aguascalientes","Aguascalientes"
"010012032","21°57'04.706""N","102°13'37.009""W","1978","F13D19","R","Aguascalientes","Aguascalientes"
"010012035","21°48'18.987""N","102°09'22.261""W","1982","F13D19","R","Aguascalientes","Aguascalientes"
"010012036","21°46'18.798""N","102°09'58.285""W","2016","F13D19","R","Aguascalientes","Aguascalientes"
"010012037","21°50'45.054""N","102°14'38.590""W","1992","F13D19","R","Aguascalientes","Aguascalientes"
"010012038","21°51'06.099""N","102°13'02.836""W","2002","F13D19","R","Aguascalientes","Aguascalientes"
"010012046","21°50'50.170""N","102°21'37.357""W","1861","F13D18","R","Aguascalientes","Aguascalientes"
"010012021","21°50'13.229""N","102°22'20.846""W","1870","F13D18","R","Aguascalientes","Aguascalientes"
"010012022","21°50'47.327""N","102°14'33.928""W","1982","F13D19","R","Aguascalientes","Aguascalientes"
"010012048","21°50'45.287""N","102°22'03.614""W","1870","F13D18","R","Aguascalientes","Aguascalientes"
"010012065","21°54'08.462""N","102°20'22.978""W","1873","F13D18","R","Aguascalientes","Aguascalientes"
"010012049","21°44'03.673""N","102°11'07.396""W","1961","F13D29","R","Aguascalientes","Aguascalientes"
"010012050","21°55'19.736""N","102°14'17.272""W","1970","F13D19","R","Aguascalientes","Aguascalientes"
"010012051","21°50'18.848""N","102°13'03.454""W","1977","F13D19","R","Aguascalientes","Aguascalientes"
"010012053","21°45'18.547""N","102°07'42.294""W","1978","F13D19","R","Aguascalientes","Aguascalientes"
"010012054","21°52'46.995""N","102°22'12.064""W","1896","F13D18","R","Aguascalientes","Aguascalientes"
"010012055","21°54'12.000""N","102°20'27.000""W","1878","F13D18","R","Aguascalientes","Aguascalientes"
"010012056","21°47'45.819""N","102°14'25.109""W","1983","F13D19","R","Aguascalientes","Aguascalientes"
"010012057","21°56'11.000""N","102°20'32.000""W","1880","F13D18","R","Aguascalientes","Aguascalientes"
"010012058","21°47'12.982""N","102°09'08.136""W","2002","F13D19","R","Aguascalientes","Aguascalientes"
"010012059","21°42'32.610""N","102°21'01.932""W","1851","F13D28","R","Aguascalientes","Aguascalientes"
"010012061","21°51'09.663""N","102°13'05.039""W","2003","F13D19","R","Aguascalientes","Aguascalientes"
"010012062","21°47'57.000""N","102°14'57.000""W","1970","F13D19","R","Aguascalientes","Aguascalientes"
"010012063","21°53'51.236""N","102°20'43.996""W","1883","F13D18","R","Aguascalientes","Aguascalientes"
"010012064","21°53'21.533""N","102°23'28.492""W","1925","F13D18","R","Aguascalientes","Aguascalientes"
"010012073","21°52'19.552""N","102°22'33.608""W","1906","F13D18","R","Aguascalientes","Aguascalientes"
"010012074","21°54'16.152""N","102°22'14.632""W","1880","F13D18","R","Aguascalientes","Aguascalientes"
"010012075","21°53'53.439""N","102°21'10.579""W","1884","F13D18","R","Aguascalientes","Aguascalientes"
"010012076","21°39'04.108""N","102°18'04.199""W","1848","F13D29","R","Aguascalientes","Aguascalientes"
"010012077","21°52'30.852""N","102°20'33.701""W","1855","F13D18","R","Aguascalientes","Aguascalientes"
"010012078","21°52'24.708""N","102°20'23.628""W","1852","F13D18","R","Aguascalientes","Aguascalientes"
"010012079","21°51'16.000""N","102°14'46.000""W","1982","F13D19","R","Aguascalientes","Aguascalientes"
"010012080","21°56'50.978""N","102°14'05.537""W","1971","F13D19","R","Aguascalientes","Aguascalientes"
"010012066","21°47'21.000""N","102°08'24.676""W","2001","F13D19","R","Aguascalientes","Aguascalientes"
"010012081","21°52'48.367""N","102°21'23.643""W","1860","F13D18","R","Aguascalientes","Aguascalientes"
"010012067","21°41'36.550""N","102°19'54.267""W","1848","F13D29","R","Aguascalientes","Aguascalientes"
"010012068","21°53'11.728""N","102°21'29.549""W","1864","F13D18","R","Aguascalientes","Aguascalientes"
"010012069","21°53'55.660""N","102°19'35.952""W","1851","F13D19","R","Aguascalientes","Aguascalientes"
"010012082","21°51'28.000""N","102°14'02.000""W","1994","F13D19","R","Aguascalientes","Aguascalientes"
"010012070","21°54'10.000""N","102°20'32.000""W","1880","F13D18","R","Aguascalientes","Aguascalientes"
"010012083","21°54'02.746""N","102°21'17.115""W","1885","F13D18","R","Aguascalientes","Aguascalientes"
"010012084","21°47'16.161""N","102°15'43.009""W","1921","F13D19","R","Aguascalientes","Aguascalientes"
"010012071","21°52'32.856""N","102°20'24.681""W","1860","F13D18","R","Aguascalientes","Aguascalientes"
"010012086","21°53'31.441""N","102°23'35.882""W","1920","F13D18","R","Aguascalientes","Aguascalientes"
"010012087","21°49'50.892""N","102°17'57.053""W","1870","F13D19","R","Aguascalientes","Aguascalientes"
"010012088","21°54'15.474""N","102°20'16.808""W","1869","F13D18","R","Aguascalientes","Aguascalientes"
"010012072","21°56'20.749""N","102°11'51.974""W","2005","F13D19","R","Aguascalientes","Aguascalientes"
"010012089","21°50'13.704""N","102°18'26.536""W","1861","F13D19","R","Aguascalientes","Aguascalientes"
"010012090","21°53'44.069""N","102°21'57.396""W","1880","F13D18","R","Aguascalientes","Aguascalientes"
"010012108","21°46'07.206""N","102°16'49.310""W","1869","F13D19","R","Aguascalientes","Aguascalientes"
"010012091","21°52'50.821""N","102°22'52.145""W","1921","F13D18","R","Aguascalientes","Aguascalientes"
"010012092","21°59'34.316""N","102°08'03.068""W","1984","F13D19","R","Aguascalientes","Aguascalientes"
"010012093","21°42'06.063""N","102°19'35.517""W","1852","F13D29","R","Aguascalientes","Aguascalientes"
"010012094","21°54'00.955""N","102°20'13.222""W","1863","F13D18","R","Aguascalientes","Aguascalientes"
"010012095","21°53'15.691""N","102°23'19.792""W","1923","F13D18","R","Aguascalientes","Aguascalientes"
"010012096","21°40'31.673""N","102°21'11.647""W","1844","F13D28","R","Aguascalientes","Aguascalientes"
"010012097","21°50'39.501""N","102°21'20.666""W","1858","F13D18","R","Aguascalientes","Aguascalientes"
"010012098","21°47'32.784""N","102°14'01.497""W","1991","F13D19","R","Aguascalientes","Aguascalientes"
"010012100","21°50'31.659""N","102°20'34.730""W","1855","F13D18","R","Aguascalientes","Aguascalientes"
"010012103","21°48'32.000""N","102°20'42.546""W","1880","F13D18","R","Aguascalientes","Aguascalientes"
"010012106","21°44'34.529""N","102°22'32.058""W","1815","F13D28","R","Aguascalientes","Aguascalientes"
"010012107","21°49'14.269""N","102°18'26.579""W","1884","F13D19","R","Aguascalientes","Aguascalientes"
"010012109","21°45'36.457""N","102°16'52.512""W","1880","F13D19","R","Aguascalientes","Aguascalientes"
"010012117","21°52'01.184""N","102°19'46.633""W","1849","F13D19","R","Aguascalientes","Aguascalientes"
"010012119","21°54'06.667""N","102°21'27.130""W","1883","F13D18","R","Aguascalientes","Aguascalientes"
"010012120","21°54'07.232""N","102°20'41.095""W","1883","F13D18","R","Aguascalientes","Aguascalientes"
"010012111","21°49'29.793""N","102°17'38.966""W","1880","F13D19","R","Aguascalientes","Aguascalientes"
"010012122","21°53'28.618""N","102°22'05.435""W","1881","F13D18","R","Aguascalientes","Aguascalientes"
"010012123","21°47'51.565""N","102°14'36.870""W","1969","F13D19","R","Aguascalientes","Aguascalientes"
"010012114","21°42'31.722""N","102°21'09.575""W","1850","F13D28","R","Aguascalientes","Aguascalientes"
"010012115","21°38'36.414""N","102°18'43.933""W","1820","F13D29","R","Aguascalientes","Aguascalientes"
"010012145","21°44'01.780""N","102°09'25.797""W","1967","F13D29","R","Aguascalientes","Aguascalientes"
"010012128","21°51'10.493""N","102°14'00.981""W","1972","F13D19","R","Aguascalientes","Aguascalientes"
"010012129","21°49'34.036""N","102°10'16.212""W","2009","F13D19","R","Aguascalientes","Aguascalientes"
"010012131","22°00'30.794""N","102°08'14.710""W","1963","F13B89","R","Aguascalientes","Aguascalientes"
"010012132","21°53'52.892""N","102°20'11.294""W","1860","F13D18","R","Aguascalientes","Aguascalientes"
"010012133","21°47'15.744""N","102°15'04.316""W","1948","F13D19","R","Aguascalientes","Aguascalientes"
"010012134","21°44'55.323""N","102°23'57.724""W","1852","F13D28","R","Aguascalientes","Aguascalientes"
"010012135","21°48'04.314""N","102°11'52.367""W","1997","F13D19","R","Aguascalientes","Aguascalientes"
"010012136","21°50'27.484""N","102°22'59.946""W","1892","F13D18","R","Aguascalientes","Aguascalientes"
"010012137","21°52'09.000""N","102°19'38.000""W","1848","F13D19","R","Aguascalientes","Aguascalientes"
"010012146","21°53'35.731""N","102°21'46.609""W","1876","F13D18","R","Aguascalientes","Aguascalientes"
"010012138","21°49'20.004""N","102°12'31.169""W","1987","F13D19","R","Aguascalientes","Aguascalientes"
"010012139","21°49'52.049""N","102°17'51.855""W","1870","F13D19","R","Aguascalientes","Aguascalientes"
"010012147","21°46'32.959""N","102°13'41.625""W","1945","F13D19","R","Aguascalientes","Aguascalientes"
"010012141","21°44'58.260""N","102°15'00.140""W","1953","F13D29","R","Aguascalientes","Aguascalientes"
"010012148","21°59'55.525""N","102°11'01.947""W","1926","F13D19","R","Aguascalientes","Aguascalientes"
"010012143","21°53'24.206""N","102°19'33.957""W","1845","F13D19","R","Aguascalientes","Aguascalientes"
"010012150","21°51'12.000""N","102°21'26.459""W","1866","F13D18","R","Aguascalientes","Aguascalientes"
"010012151","21°53'33.310""N","102°21'12.079""W","1880","F13D18","R","Aguascalientes","Aguascalientes"
"010012152","21°49'56.125""N","102°21'43.666""W","1861","F13D18","R","Aguascalientes","Aguascalientes"
"010012170","21°47'37.080""N","102°21'01.164""W","1860","F13D18","R","Aguascalientes","Aguascalientes"
"010012154","21°49'25.031""N","102°17'17.657""W","1879","F13D19","R","Aguascalientes","Aguascalientes"
"010012155","21°50'33.601""N","102°20'34.483""W","1858","F13D18","R","Aguascalientes","Aguascalientes"
"010012156","21°53'40.618""N","102°19'43.800""W","1849","F13D19","R","Aguascalientes","Aguascalientes"
"010012157","21°54'06.130""N","102°23'17.985""W","1905","F13D18","R","Aguascalientes","Aguascalientes"
"010012159","21°47'57.031""N","102°14'48.657""W","1972","F13D19","R","Aguascalientes","Aguascalientes"
"010012160","21°48'02.471""N","102°15'01.160""W","1967","F13D19","R","Aguascalientes","Aguascalientes"
"010012164","21°53'28.637""N","102°20'14.115""W","1863","F13D18","R","Aguascalientes","Aguascalientes"
"010012165","21°57'03.730""N","102°14'32.415""W","2010","F13D19","R","Aguascalientes","Aguascalientes"
"010012166","21°57'06.579""N","102°10'55.116""W","2013","F13D19","R","Aguascalientes","Aguascalientes"
"010012167","21°47'06.955""N","102°09'23.618""W","2003","F13D19","R","Aguascalientes","Aguascalientes"
"010012168","21°46'32.112""N","102°14'48.608""W","1940","F13D19","R","Aguascalientes","Aguascalientes"
"010012169","21°47'26.659""N","102°12'41.154""W","1982","F13D19","R","Aguascalientes","Aguascalientes"
"010012181","21°43'35.350""N","102°07'47.512""W","1990","F13D29","R","Aguascalientes","Aguascalientes"
"010012182","21°43'32.018""N","102°08'05.164""W","1988","F13D29","R","Aguascalientes","Aguascalientes"
"010012183","21°53'58.000""N","102°21'19.000""W","1882","F13D18","R","Aguascalientes","Aguascalientes"
"010012184","21°38'10.619""N","102°18'45.971""W","1818","F13D29","R","Aguascalientes","Aguascalientes"
"010012185","21°54'04.857""N","102°21'07.212""W","1891","F13D18","R","Aguascalientes","Aguascalientes"
"010012171","21°55'40.000""N","102°16'15.000""W","1945","F13D19","R","Aguascalientes","Aguascalientes"
"010012186","21°46'23.269""N","102°13'58.763""W","1944","F13D19","R","Aguascalientes","Aguascalientes"
"010012172","22°03'21.682""N","102°07'21.053""W","1972","F13B89","R","Aguascalientes","Aguascalientes"
"010012189","21°57'18.352""N","102°13'43.856""W","1996","F13D19","R","Aguascalientes","Aguascalientes"
"010012190","21°48'45.866""N","102°10'59.082""W","2006","F13D19","R","Aguascalientes","Aguascalientes"
"010012173","21°47'53.297""N","102°14'54.177""W","1964","F13D19","R","Aguascalientes","Aguascalientes"
"010012174","21°45'34.511""N","102°13'40.309""W","1980","F13D19","R","Aguascalientes","Aguascalientes"
"010012175","21°48'36.009""N","102°22'10.483""W","1855","F13D18","R","Aguascalientes","Aguascalientes"
"010012176","21°47'01.843""N","102°13'36.087""W","1983","F13D19","R","Aguascalientes","Aguascalientes"
"010012177","21°54'04.794""N","102°21'23.314""W","1882","F13D18","R","Aguascalientes","Aguascalientes"
"010012178","21°40'57.392""N","102°18'15.233""W","1841","F13D29","R","Aguascalientes","Aguascalientes"
"010012179","21°46'51.798""N","102°15'07.942""W","1966","F13D19","R","Aguascalientes","Aguascalientes"
"010012180","21°56'39.090""N","102°16'26.556""W","1936","F13D19","R","Aguascalientes","Aguascalientes"
"010012211","21°50'41.414""N","102°14'18.658""W","1979","F13D19","R","Aguascalientes","Aguascalientes"
"010012202","21°51'53.130""N","102°22'15.052""W","1890","F13D18","R","Aguascalientes","Aguascalientes"
"010012203","21°38'42.000""N","102°19'58.000""W","1798","F13D29","R","Aguascalientes","Aguascalientes"
"010012205","21°54'31.036""N","102°21'43.865""W","1896","F13D18","R","Aguascalientes","Aguascalientes"
"010012206","21°46'46.646""N","102°13'45.005""W","1970","F13D19","R","Aguascalientes","Aguascalientes"
"010012207","21°46'35.408""N","102°13'47.410""W","1951","F13D19","R","Aguascalientes","Aguascalientes"
"010012208","21°48'43.816""N","102°19'32.913""W","1882","F13D19","R","Aguascalientes","Aguascalientes"
"010012209","21°54'17.157""N","102°19'54.865""W","1860","F13D19","R","Aguascalientes","Aguascalientes"
"010012210","21°48'13.749""N","102°19'35.154""W","1874","F13D19","R","Aguascalientes","Aguascalientes"
"010012191","21°51'37.928""N","102°22'27.725""W","1891","F13D18","R","Aguascalientes","Aguascalientes"
"010012196","21°48'59.067""N","102°21'45.957""W","1845","F13D18","R","Aguascalientes","Aguascalientes"
"010012197","21°46'55.009""N","102°08'26.720""W","2000","F13D19","R","Aguascalientes","Aguascalientes"
"010012198","21°48'02.933""N","102°18'53.116""W","1860","F13D19","R","Aguascalientes","Aguascalientes"
"010012199","21°53'16.713""N","102°22'28.222""W","1898","F13D18","R","Aguascalientes","Aguascalientes"
"010012200","21°49'28.681""N","102°18'27.546""W","1879","F13D19","R","Aguascalientes","Aguascalientes"
"010012221","21°44'46.982""N","102°07'05.117""W","1970","F13D29","R","Aguascalientes","Aguascalientes"
"010012223","21°50'29.412""N","102°19'43.285""W","1844","F13D19","R","Aguascalientes","Aguascalientes"
"010012225","21°50'47.228""N","102°20'27.979""W","1860","F13D18","R","Aguascalientes","Aguascalientes"
"010012226","22°00'24.765""N","102°12'07.942""W","1912","F13B89","R","Aguascalientes","Aguascalientes"
"010012228","21°49'54.125""N","102°11'55.116""W","1999","F13D19","R","Aguascalientes","Aguascalientes"
"010012229","21°49'31.376""N","102°12'05.377""W","1981","F13D19","R","Aguascalientes","Aguascalientes"
"010012230","21°48'45.896""N","102°12'11.000""W","1938","F13D19","R","Aguascalientes","Aguascalientes"
"010012231","21°48'54.507""N","102°11'31.538""W","2010","F13D19","R","Aguascalientes","Aguascalientes"
"010012232","21°52'43.631""N","102°19'51.174""W","1860","F13D19","R","Aguascalientes","Aguascalientes"
"010012212","21°53'57.520""N","102°19'29.083""W","1850","F13D19","R","Aguascalientes","Aguascalientes"
"010012234","21°55'36.081""N","102°16'17.279""W","1937","F13D19","R","Aguascalientes","Aguascalientes"
"010012213","21°54'01.524""N","102°21'33.241""W","1879","F13D18","R","Aguascalientes","Aguascalientes"
"010012236","21°56'33.393""N","102°18'13.815""W","1886","F13D19","R","Aguascalientes","Aguascalientes"
"010012237","21°56'14.210""N","102°19'53.165""W","1861","F13D19","R","Aguascalientes","Aguascalientes"
"010012214","21°53'33.358""N","102°20'54.232""W","1880","F13D18","R","Aguascalientes","Aguascalientes"
"010012239","21°56'34.404""N","102°17'49.609""W","1896","F13D19","R","Aguascalientes","Aguascalientes"
"010012240","21°55'25.000""N","102°16'15.000""W","1934","F13D19","R","Aguascalientes","Aguascalientes"
"010012215","21°54'00.457""N","102°20'55.772""W","1885","F13D18","R","Aguascalientes","Aguascalientes"
"010012217","21°53'41.175""N","102°20'05.661""W","1860","F13D18","R","Aguascalientes","Aguascalientes"
"010012218","21°48'53.798""N","102°17'28.377""W","1879","F13D19","R","Aguascalientes","Aguascalientes"
"010012219","21°49'53.090""N","102°18'00.349""W","1868","F13D19","R","Aguascalientes","Aguascalientes"
"010012220","21°53'37.780""N","102°21'50.343""W","1878","F13D18","R","Aguascalientes","Aguascalientes"
"010012260","21°45'41.054""N","102°16'07.281""W","1881","F13D19","R","Aguascalientes","Aguascalientes"
"010012253","21°50'58.045""N","102°21'03.343""W","1863","F13D18","R","Aguascalientes","Aguascalientes"
"010012255","21°53'59.116""N","102°12'54.097""W","1964","F13D19","R","Aguascalientes","Aguascalientes"
"010012241","21°54'41.000""N","102°19'32.000""W","1853","F13D19","R","Aguascalientes","Aguascalientes"
"010012243","21°53'09.161""N","102°22'34.375""W","1901","F13D18","R","Aguascalientes","Aguascalientes"
"010012244","21°52'08.314""N","102°21'47.135""W","1883","F13D18","R","Aguascalientes","Aguascalientes"
"010012245","21°53'19.278""N","102°22'59.203""W","1917","F13D18","R","Aguascalientes","Aguascalientes"
"010012246","21°50'56.654""N","102°22'38.119""W","1887","F13D18","R","Aguascalientes","Aguascalientes"
"010012249","21°51'11.195""N","102°22'03.891""W","1875","F13D18","R","Aguascalientes","Aguascalientes"
"010012256","21°56'34.264""N","102°11'43.483""W","2002","F13D19","R","Aguascalientes","Aguascalientes"
"010012257","21°50'28.202""N","102°20'36.932""W","1852","F13D18","R","Aguascalientes","Aguascalientes"
"010012258","21°53'13.193""N","102°21'42.454""W","1871","F13D18","R","Aguascalientes","Aguascalientes"
"010012259","21°51'52.224""N","102°21'13.879""W","1881","F13D18","R","Aguascalientes","Aguascalientes"
"010012261","21°51'18.901""N","102°13'14.019""W","2009","F13D19","R","Aguascalientes","Aguascalientes"
"010012262","21°48'57.130""N","102°14'52.502""W","1950","F13D19","R","Aguascalientes","Aguascalientes"
"010012263","21°52'52.283""N","102°22'01.048""W","1884","F13D18","R","Aguascalientes","Aguascalientes"
"010012264","21°53'17.664""N","102°22'05.048""W","1883","F13D18","R","Aguascalientes","Aguascalientes"
"010012265","21°42'40.893""N","102°20'53.296""W","1852","F13D28","R","Aguascalientes","Aguascalientes"
"010012266","21°57'25.579""N","102°13'17.502""W","1987","F13D19","R","Aguascalientes","Aguascalientes"
"010012269","21°50'14.013""N","102°15'35.811""W","1961","F13D19","R","Aguascalientes","Aguascalientes"
"010012267","21°53'43.000""N","102°14'40.000""W","1940","F13D19","R","Aguascalientes","Aguascalientes"
"010012270","21°46'08.991""N","102°09'01.029""W","1995","F13D19","R","Aguascalientes","Aguascalientes"
"010012271","21°59'41.698""N","102°09'56.034""W","1942","F13D19","R","Aguascalientes","Aguascalientes"
"010012268","21°45'44.323""N","102°16'44.154""W","1880","F13D19","R","Aguascalientes","Aguascalientes"
"010012272","21°51'20.738""N","102°21'37.971""W","1872","F13D18","R","Aguascalientes","Aguascalientes"
"010012288","21°52'10.753""N","102°22'23.647""W","1900","F13D18","R","Aguascalientes","Aguascalientes"
"010012275","21°45'32.072""N","102°16'16.713""W","1884","F13D19","R","Aguascalientes","Aguascalientes"
"010012276","21°45'30.973""N","102°16'05.537""W","1885","F13D19","R","Aguascalientes","Aguascalientes"
